"distance.1","instensity.1","distance.A03_R2A_EVO","instensity.A03_R2A_EVO","distance.A03_R2A_T0","instensity.A03_R2A_T0","distance.A03_R2B_EVO","instensity.A03_R2B_EVO","distance.A03_R2B_T0","instensity.A03_R2B_T0","distance.A03_R2C_EVO","instensity.A03_R2C_EVO","distance.A03_R2C_T0","instensity.A03_R2C_T0","distance.A03_R3A_EVO","instensity.A03_R3A_EVO","distance.A03_R3A_T0","instensity.A03_R3A_T0","distance.A03_R3B_EVO","instensity.A03_R3B_EVO","distance.A03_R3B_T0","instensity.A03_R3B_T0","distance.A03_R3C_EVO","instensity.A03_R3C_EVO","distance.A03_R3C_T0","instensity.A03_R3C_T0","distance.A03_R4A_EVO","instensity.A03_R4A_EVO","distance.A03_R4B_EVO","instensity.A03_R4B_EVO","distance.A03_R4C_EVO","instensity.A03_R4C_EVO","distance.A03_R7A_T0","instensity.A03_R7A_T0","distance.A03_R7B_T0","instensity.A03_R7B_T0","distance.A03_R7C_T0","instensity.A03_R7C_T0","distance.A03_R8A_EVO","instensity.A03_R8A_EVO","distance.A03_R8A_T0","instensity.A03_R8A_T0","distance.A03_R8B_EVO","instensity.A03_R8B_EVO","distance.A03_R8B_T0","instensity.A03_R8B_T0","distance.A03_R8C_EVO","instensity.A03_R8C_EVO","distance.A03_R8C_T0","instensity.A03_R8C_T0","distance.A04_R3A_T0","instensity.A04_R3A_T0","distance.A04_R3B_T0","instensity.A04_R3B_T0","distance.A04_R3C_T0","instensity.A04_R3C_T0","distance.A04_R5A_T0","instensity.A04_R5A_T0","distance.A04_R5B_T0","instensity.A04_R5B_T0","distance.A04_R5C_T0","instensity.A04_R5C_T0","distance.A04_R6A_EVO","instensity.A04_R6A_EVO","distance.A04_R6A_T0","instensity.A04_R6A_T0","distance.A04_R6B_EVO","instensity.A04_R6B_EVO","distance.A04_R6B_T0","instensity.A04_R6B_T0","distance.A04_R6C_EVO","instensity.A04_R6C_EVO","distance.A04_R6C_T0","instensity.A04_R6C_T0","distance.A04_R7A_EVO","instensity.A04_R7A_EVO","distance.A04_R7A_T0","instensity.A04_R7A_T0","distance.A04_R7B_EVO","instensity.A04_R7B_EVO","distance.A04_R7B_T0","instensity.A04_R7B_T0","distance.A04_R7C_EVO","instensity.A04_R7C_EVO","distance.A04_R7C_T0","instensity.A04_R7C_T0","distance.A04_R8A_EVO","instensity.A04_R8A_EVO","distance.A04_R8B_EVO","instensity.A04_R8B_EVO","distance.A04_R8C_EVO","instensity.A04_R8C_EVO","distance.A04_R9A_EVO","instensity.A04_R9A_EVO","distance.A04_R9B_EVO","instensity.A04_R9B_EVO","distance.A04_R9C_EVO","instensity.A04_R9C_EVO","distance.A08_R10A_T0","instensity.A08_R10A_T0","distance.A08_R10B_T0","instensity.A08_R10B_T0","distance.A08_R10C_T0","instensity.A08_R10C_T0","distance.A08_R3A_EVO","instensity.A08_R3A_EVO","distance.A08_R3B_EVO","instensity.A08_R3B_EVO","distance.A08_R3C_EVO","instensity.A08_R3C_EVO","distance.A08_R4A_EVO","instensity.A08_R4A_EVO","distance.A08_R4B_EVO","instensity.A08_R4B_EVO","distance.A08_R4C_EVO","instensity.A08_R4C_EVO","distance.A08_R7A_EVO","instensity.A08_R7A_EVO","distance.A08_R7A_T0","instensity.A08_R7A_T0","distance.A08_R7B_EVO","instensity.A08_R7B_EVO","distance.A08_R7B_T0","instensity.A08_R7B_T0","distance.A08_R7C_EVO","instensity.A08_R7C_EVO","distance.A08_R7C_T0","instensity.A08_R7C_T0","distance.A08_R8A_EVO","instensity.A08_R8A_EVO","distance.A08_R8A_T0","instensity.A08_R8A_T0","distance.A08_R8B_EVO","instensity.A08_R8B_EVO","distance.A08_R8B_T0","instensity.A08_R8B_T0","distance.A08_R8C_EVO","instensity.A08_R8C_EVO","distance.A08_R8C_T0","instensity.A08_R8C_T0","distance.A08_R9A_T0","instensity.A08_R9A_T0","distance.A08_R9B_T0","instensity.A08_R9B_T0","distance.A08_R9C_T0","instensity.A08_R9C_T0","distance.A18_R1A_EVO","instensity.A18_R1A_EVO","distance.A18_R1B_EVO","instensity.A18_R1B_EVO","distance.A18_R1C_EVO","instensity.A18_R1C_EVO","distance.A18_R2A_EVO","instensity.A18_R2A_EVO","distance.A18_R2B_EVO","instensity.A18_R2B_EVO","distance.A18_R2C_EVO","instensity.A18_R2C_EVO","distance.A18_R3A_EVO","instensity.A18_R3A_EVO","distance.A18_R3B_EVO","instensity.A18_R3B_EVO","distance.A18_R3C_EVO","instensity.A18_R3C_EVO","distance.A18_R4A_EVO","instensity.A18_R4A_EVO","distance.A18_R4A_T0","instensity.A18_R4A_T0","distance.A18_R4B_EVO","instensity.A18_R4B_EVO","distance.A18_R4B_T0","instensity.A18_R4B_T0","distance.A18_R4C_EVO","instensity.A18_R4C_EVO","distance.A18_R4C_T0","instensity.A18_R4C_T0","distance.A18_R5A_T0","instensity.A18_R5A_T0","distance.A18_R5B_T0","instensity.A18_R5B_T0","distance.A18_R5C_T0","instensity.A18_R5C_T0","distance.A18_R7A_T0","instensity.A18_R7A_T0","distance.A18_R7B_T0","instensity.A18_R7B_T0","distance.A18_R7C_T0","instensity.A18_R7C_T0","distance.A18_R8A_T0","instensity.A18_R8A_T0","distance.A18_R8B_T0","instensity.A18_R8B_T0","distance.A18_R8C_T0","instensity.A18_R8C_T0"
31.689,8.944,31.617,134.014,31.617,157.236,31.835,108.153,31.835,140.792,31.617,150,31.762,149.236,31.835,116.403,31.835,171.264,31.689,125.167,31.908,161.75,31.762,102.472,31.908,145.875,31.689,130.278,31.545,119.264,31.403,110.361,31.689,123.222,31.617,155.958,31.762,147.111,31.689,65.597,31.835,157.958,31.689,78.819,31.689,149.917,31.762,99.514,31.689,115.722,31.689,163.792,31.762,151.778,31.689,176.444,31.762,154.819,31.908,169.542,31.835,140.208,31.689,147.611,31.835,147.458,31.617,172.917,31.762,162.625,31.762,161.306,31.689,170.569,31.617,167.153,31.617,164.139,31.762,148.444,31.689,145.833,31.617,178.375,31.689,164.431,31.908,135.736,31.835,126.806,31.762,134.861,31.545,139.722,31.689,111.347,31.617,148.514,31.689,149.111,31.762,118.278,31.617,135.306,31.762,119.917,31.689,138.125,31.617,149.306,31.689,137.847,31.689,117.347,31.545,165.597,31.762,122.278,31.545,162.403,31.762,129.431,31.762,160.667,31.689,130.75,31.762,140.278,31.617,156.292,31.762,142.569,31.762,140.986,31.762,152.736,31.617,138.542,31.689,159.556,31.762,137.569,31.617,153.083,31.762,163.083,31.835,129.111,31.617,150.75,31.762,138.194,31.762,143.069,31.689,152.292,31.689,158.444,31.762,154.806,31.689,141.222,31.835,159.014,31.762,143.125,31.762,142.958,31.835,156.639,31.689,133.375,31.835,157.847,31.762,138.139,31.617,139.625,31.689,122.528,31.762,148.681,31.689,100.861,31.545,124.917,31.689,150.361,31.689,150.917,31.689,138.986,31.762,138.292
31.781,9.25,31.708,140.208,31.708,159.153,31.927,106.542,31.927,135.458,31.708,153.764,31.854,150.444,31.927,114.417,31.927,161.472,31.781,126.903,32,161.097,31.854,102.264,32,143.736,31.781,134.208,31.636,122.167,31.493,114.667,31.781,117.208,31.708,149.097,31.854,136.986,31.781,70.097,31.927,152.653,31.781,77.361,31.781,149.597,31.854,108.625,31.781,112.389,31.781,165.931,31.854,151.139,31.781,171.903,31.854,164.708,32,171.153,31.927,143.889,31.781,149.347,31.927,146.458,31.708,165.847,31.854,149.667,31.854,178.931,31.781,169.681,31.708,161.264,31.708,151.292,31.854,148.986,31.781,145.597,31.708,179.889,31.781,168.361,32,123.083,31.927,130.194,31.854,133.639,31.636,138.819,31.781,108.069,31.708,159.264,31.781,143.486,31.854,124.917,31.708,128.917,31.854,122.125,31.781,127.5,31.708,145.514,31.781,137.083,31.781,121.861,31.636,164.444,31.854,115.014,31.636,163.278,31.854,139.306,31.854,158.694,31.781,131.167,31.854,148.694,31.708,155.528,31.854,127.778,31.854,139.292,31.854,155.542,31.708,140.847,31.781,169.778,31.854,131.653,31.708,154.75,31.854,164.444,31.927,137.597,31.708,153.319,31.854,133.347,31.854,138.75,31.781,147.514,31.781,143.597,31.854,141.264,31.781,149.542,31.927,150.958,31.854,148.722,31.854,134.361,31.927,151.931,31.781,134.153,31.927,157,31.854,136.389,31.708,134.806,31.781,117.583,31.854,152.069,31.781,100.056,31.636,116.458,31.781,143.083,31.781,148.639,31.781,137.403,31.854,135.236
31.872,9.319,31.8,140.819,31.8,156.986,32.018,109.25,32.018,138.806,31.8,156.083,31.945,155.431,32.018,105.736,32.018,154.083,31.872,128.236,32.092,159.347,31.945,107.833,32.092,139.639,31.872,127.625,31.727,125.875,31.584,119.083,31.872,116.278,31.8,150.569,31.945,140.292,31.872,75.139,32.018,150.681,31.872,79.333,31.872,143.125,31.945,112.083,31.872,107.903,31.872,157.028,31.945,151.931,31.872,172.75,31.945,171.333,32.092,163.819,32.018,148.681,31.872,150.625,32.018,150.264,31.8,161.944,31.945,147.681,31.945,178.944,31.872,166.903,31.8,154.014,31.8,153.444,31.945,152.486,31.872,145.639,31.8,170.333,31.872,179.292,32.092,126.111,32.018,132.889,31.945,141.611,31.727,130.306,31.872,99.611,31.8,168.847,31.872,150.833,31.945,121.903,31.8,129.833,31.945,124.625,31.872,106.375,31.8,138.278,31.872,128.153,31.872,125.347,31.727,166.556,31.945,109.042,31.727,163.514,31.945,146.306,31.945,155.014,31.872,135.347,31.945,141.986,31.8,145.056,31.945,123.722,31.945,147.389,31.945,149.778,31.8,147.667,31.872,171.861,31.945,127.042,31.8,156.236,31.945,176.153,32.018,142.472,31.8,159.167,31.945,133.403,31.945,136.25,31.872,141.694,31.872,134.764,31.945,143.097,31.872,159.875,32.018,146.875,31.945,153.778,31.945,128.556,32.018,142.028,31.872,127.611,32.018,143.083,31.945,137.722,31.8,142.75,31.872,113.403,31.945,149.097,31.872,98.944,31.727,113.708,31.872,139.958,31.872,152,31.872,136.694,31.945,132.111
31.963,8.597,31.891,146.319,31.891,154.25,32.11,107.153,32.11,149.417,31.891,151.347,32.037,156.681,32.11,108.903,32.11,150.667,31.963,123.764,32.184,149.042,32.037,118.306,32.184,132.333,31.963,111.861,31.818,133.028,31.674,117.694,31.963,118.111,31.891,146.486,32.037,139.542,31.963,87.208,32.11,144.417,31.963,77.389,31.963,137.903,32.037,101.222,31.963,110.5,31.963,149.292,32.037,149.208,31.963,171.375,32.037,169.389,32.184,154.917,32.11,158.986,31.963,156.556,32.11,150.611,31.891,171.167,32.037,151.556,32.037,174.208,31.963,158.208,31.891,152.958,31.891,163.819,32.037,157.778,31.963,155.028,31.891,161.5,31.963,189.778,32.184,138.597,32.11,133.556,32.037,151.153,31.818,128.597,31.963,101.056,31.891,169.611,31.963,149.861,32.037,123.236,31.891,122.111,32.037,125.694,31.963,101.903,31.891,132.764,31.963,118.806,31.963,122.792,31.818,165.722,32.037,112.417,31.818,170.681,32.037,145.806,32.037,155.556,31.963,139.014,32.037,139.333,31.891,139.819,32.037,126.819,32.037,151.903,32.037,141.875,31.891,152.514,31.963,172.375,32.037,135.444,31.891,156.986,32.037,179.625,32.11,139.361,31.891,162.5,32.037,141.264,32.037,141.764,31.963,137.528,31.963,134.667,32.037,151.514,31.963,166.375,32.11,142.736,32.037,160.986,32.037,141.139,32.11,144.903,31.963,131.833,32.11,139.278,32.037,145.486,31.891,144.431,31.963,111.806,32.037,142.667,31.963,107.847,31.818,128.417,31.963,144.806,31.963,156.139,31.963,146.5,32.037,144.694
32.055,7.583,31.982,152.097,31.982,157.292,32.202,103.958,32.202,144.153,31.982,139.875,32.128,147.75,32.202,124.389,32.202,147.097,32.055,112.653,32.276,134.056,32.128,124.722,32.276,141.292,32.055,103.458,31.909,143.847,31.765,115.917,32.055,127.389,31.982,148.903,32.128,134.653,32.055,95.25,32.202,137.972,32.055,84.903,32.055,134.125,32.128,88.875,32.055,120.292,32.055,147.125,32.128,146.556,32.055,164.236,32.128,165.333,32.276,161.681,32.202,160.569,32.055,169.792,32.202,150.903,31.982,174.069,32.128,150.667,32.128,171.861,32.055,148.694,31.982,151.917,31.982,175.931,32.128,160.514,32.055,162.736,31.982,155.819,32.055,192.319,32.276,149.792,32.202,127.181,32.128,144.361,31.909,133.736,32.055,112.375,31.982,163.417,32.055,149.583,32.128,130.833,31.982,123.347,32.128,134.111,32.055,105.986,31.982,134.069,32.055,120.931,32.055,122.25,31.909,157.958,32.128,119.375,31.909,177.778,32.128,139.431,32.128,149.431,32.055,138.722,32.128,142.75,31.982,136.931,32.128,132.556,32.128,156.403,32.128,141.875,31.982,160.389,32.055,163.986,32.128,143.958,31.982,166.583,32.128,174.167,32.202,144.083,31.982,164.861,32.128,147.347,32.128,135.333,32.055,137.486,32.055,127.903,32.128,150.583,32.055,179.208,32.202,138.264,32.128,169.236,32.128,151.125,32.202,147.167,32.055,149.431,32.202,140.667,32.128,150.278,31.982,147.083,32.055,120.25,32.128,144.528,32.055,122.361,31.909,136.361,32.055,147.292,32.055,163.542,32.055,152.972,32.128,153.361
32.146,7.333,32.073,147.264,32.073,163.958,32.294,108.5,32.294,152.375,32.073,137.444,32.22,140.653,32.294,135.708,32.294,151.056,32.146,106.028,32.368,127.819,32.22,128.694,32.368,145.292,32.146,98.486,32,148.014,31.855,111.514,32.146,138.153,32.073,155.972,32.22,138.764,32.146,95.125,32.294,140.028,32.146,88.444,32.146,133.347,32.22,88.639,32.146,128.542,32.146,148.514,32.22,147.458,32.146,166.361,32.22,163.236,32.368,166.319,32.294,151.917,32.146,175.125,32.294,159.764,32.073,173.75,32.22,151.069,32.22,168.847,32.146,147.306,32.073,160.542,32.073,174.236,32.22,163.778,32.146,161.778,32.073,160.542,32.146,190.528,32.368,153.528,32.294,116.75,32.22,130.389,32,134.5,32.146,116.819,32.073,156.875,32.146,151.583,32.22,144.528,32.073,126.375,32.22,145.361,32.146,113.306,32.073,130.681,32.146,129.903,32.146,132.917,32,140.264,32.22,122.583,32,188.444,32.22,131.528,32.22,152.222,32.146,135.569,32.22,144.403,32.073,139.389,32.22,141.292,32.22,157.056,32.22,147.083,32.073,163.208,32.146,151.375,32.22,150.611,32.073,173.056,32.22,171.431,32.294,150.889,32.073,158.806,32.22,149.292,32.22,137.708,32.146,140.139,32.146,130.889,32.22,154.986,32.146,180.444,32.294,128.653,32.22,172.111,32.22,152.097,32.294,160.306,32.146,156.097,32.294,136.889,32.22,156.181,32.073,152.472,32.146,130.847,32.22,143.819,32.146,132.833,32,135.194,32.146,149.597,32.146,164.75,32.146,157.167,32.22,152.597
32.237,7.25,32.164,137.056,32.164,165.389,32.385,114.125,32.385,155.264,32.164,138.847,32.311,149.361,32.385,140.361,32.385,154.958,32.237,113.931,32.46,136.319,32.311,137.458,32.46,148.278,32.237,94.431,32.091,146.75,31.946,111.875,32.237,142.889,32.164,164.75,32.311,147.653,32.237,93.444,32.385,141.069,32.237,94.611,32.237,138.292,32.311,92.861,32.237,138.042,32.237,152.597,32.311,150.847,32.237,161.667,32.311,161.5,32.46,169.542,32.385,143.389,32.237,172.181,32.385,164.792,32.164,166.861,32.311,157.194,32.311,161.319,32.237,144.375,32.164,167.625,32.164,166.361,32.311,165.444,32.237,157.861,32.164,171.028,32.237,184.917,32.46,149.375,32.385,105.194,32.311,124.417,32.091,126.986,32.237,111.597,32.164,148.25,32.237,154.278,32.311,147.389,32.164,130.403,32.311,148.264,32.237,120.917,32.164,119.556,32.237,132.75,32.237,138.111,32.091,130.903,32.311,126.125,32.091,194.597,32.311,127.389,32.311,161.625,32.237,138.139,32.311,150.153,32.164,148.514,32.311,153.847,32.311,158.486,32.311,155.5,32.164,160.361,32.237,138.597,32.311,157.653,32.164,176.389,32.311,163.833,32.385,161.472,32.164,153.333,32.311,149.125,32.311,147.083,32.237,149.611,32.237,135.056,32.311,157.361,32.237,169.861,32.385,111.708,32.311,174.444,32.311,160.597,32.385,160.236,32.237,162.972,32.385,148.319,32.311,158.819,32.164,147.417,32.237,142.403,32.311,148.056,32.237,130.653,32.091,131.319,32.237,157.736,32.237,164.194,32.237,159.153,32.311,135.722
32.329,7.903,32.255,132.431,32.255,155.472,32.477,111.153,32.477,142.819,32.255,134.528,32.403,165.194,32.477,135.097,32.477,152.764,32.329,126.111,32.552,143.736,32.403,134.319,32.552,140.722,32.329,93.236,32.182,144.153,32.036,110.208,32.329,147.528,32.255,171.806,32.403,141.389,32.329,92.681,32.477,141.083,32.329,92.236,32.329,148.403,32.403,96.097,32.329,138.431,32.329,161.014,32.403,154.708,32.329,158.056,32.403,158.819,32.552,170.264,32.477,145.986,32.329,168.056,32.477,156.931,32.255,162.097,32.403,165.236,32.403,151.139,32.329,155.056,32.255,172.972,32.255,157.736,32.403,163.875,32.329,150.25,32.255,172.222,32.329,183.042,32.552,145.667,32.477,105.278,32.403,117.528,32.182,126.417,32.329,108.569,32.255,138.431,32.329,159.194,32.403,142.528,32.255,137.111,32.403,149.292,32.329,127.292,32.255,109.458,32.329,141.5,32.329,143.958,32.182,127.472,32.403,131.931,32.182,194.194,32.403,127.403,32.403,161.5,32.329,144.917,32.403,151.528,32.255,149.847,32.403,160.25,32.403,154.111,32.403,160.222,32.255,140.653,32.329,139.889,32.403,156.778,32.255,176,32.403,151.069,32.477,165.417,32.255,156.458,32.403,150.958,32.403,148.806,32.329,156.764,32.329,131.5,32.403,149.389,32.329,155.931,32.477,111.875,32.403,175.486,32.403,158.694,32.477,156.208,32.329,158.569,32.477,152.833,32.403,156.958,32.255,146.25,32.329,159.319,32.403,151.333,32.329,126,32.182,134.736,32.329,159.528,32.329,168.028,32.329,159.264,32.403,124.097
32.42,9.014,32.346,127.167,32.346,146.208,32.569,114.056,32.569,139.278,32.346,133.778,32.494,172.611,32.569,128.472,32.569,148.556,32.42,135.25,32.644,139.708,32.494,131.583,32.644,128.625,32.42,96.028,32.273,144.347,32.127,109.889,32.42,140.458,32.346,169.514,32.494,128.722,32.42,95.889,32.569,143.542,32.42,85.167,32.42,150.083,32.494,97.611,32.42,139.222,32.42,172.056,32.494,154.403,32.42,148.458,32.494,162.222,32.644,167.097,32.569,151.361,32.42,165.153,32.569,164.236,32.346,165.708,32.494,171.542,32.494,144.028,32.42,169.847,32.346,175.792,32.346,151.389,32.494,169.264,32.42,146.389,32.346,170.917,32.42,179.847,32.644,138.958,32.569,113.056,32.494,121.653,32.273,126.444,32.42,112.944,32.346,141.153,32.42,169.639,32.494,144.944,32.346,142.722,32.494,129.764,32.42,124.139,32.346,100.444,32.42,139.736,32.42,153.264,32.273,129.208,32.494,135.431,32.273,185.417,32.494,125.694,32.494,153.792,32.42,150.764,32.494,145.486,32.346,145.333,32.494,161.125,32.494,144.847,32.494,162.125,32.346,134.097,32.42,144.083,32.494,145.917,32.346,170.333,32.494,141.278,32.569,154.097,32.346,159,32.494,149.056,32.494,143.972,32.42,156.708,32.42,125.486,32.494,156.875,32.42,150.528,32.569,129.083,32.494,169.319,32.494,157.181,32.569,150.444,32.42,158.903,32.569,158.667,32.494,163.25,32.346,148.403,32.42,165.583,32.494,153.417,32.42,116.389,32.273,138.819,32.42,153.264,32.42,168.139,32.42,156.139,32.494,122.278
32.511,9.458,32.437,125.111,32.437,144.556,32.661,116.361,32.661,143.681,32.437,125.556,32.586,168.236,32.661,128.028,32.661,150.847,32.511,141.972,32.736,132.222,32.586,125.806,32.736,120.042,32.511,101.764,32.364,150.222,32.217,119.861,32.511,132,32.437,161.861,32.586,119.597,32.511,98.847,32.661,144.903,32.511,77.306,32.511,140.778,32.586,106.069,32.511,136.625,32.511,177.069,32.586,156.264,32.511,138.972,32.586,168.75,32.736,163.694,32.661,164.194,32.511,168.042,32.661,175.625,32.437,169.125,32.586,170.083,32.586,147.889,32.511,178.958,32.437,170.667,32.437,151.458,32.586,175.875,32.511,142.389,32.437,164.167,32.511,175.611,32.736,134.694,32.661,116.181,32.586,123,32.364,131.653,32.511,115.097,32.437,148.764,32.511,177.375,32.586,144.75,32.437,144.208,32.586,115.028,32.511,116.569,32.437,111.792,32.511,130,32.511,162.167,32.364,138.736,32.586,135.139,32.364,183.319,32.586,122.639,32.586,151.556,32.511,140.861,32.586,141.667,32.437,140.542,32.586,155.514,32.586,137.389,32.586,166.903,32.437,136.25,32.511,151.111,32.586,145.75,32.437,156.208,32.586,142.819,32.661,141.819,32.437,156.833,32.586,147.472,32.586,134.972,32.511,135.972,32.511,119.375,32.586,163.069,32.511,134.264,32.661,144.931,32.586,161.306,32.586,154.403,32.661,144.167,32.511,155.403,32.661,175.806,32.586,171.556,32.437,165.167,32.511,161.458,32.586,159.153,32.511,112.722,32.364,141.833,32.511,153.806,32.511,161.319,32.511,156.722,32.586,129.347
32.603,9.681,32.528,128.583,32.528,155.389,32.752,122.417,32.752,144.806,32.528,125.056,32.677,157.889,32.752,125.5,32.752,147.694,32.603,135.917,32.828,137.264,32.677,123.111,32.828,126.889,32.603,108.25,32.455,150.569,32.308,125.458,32.603,126.597,32.528,149.556,32.677,118.625,32.603,96.056,32.752,138.222,32.603,75.542,32.603,135.361,32.677,114.444,32.603,135.264,32.603,171.083,32.677,146.167,32.603,133.569,32.677,172.375,32.828,163.889,32.752,169.611,32.603,171.333,32.752,184.778,32.528,170.208,32.677,166.306,32.677,154.236,32.603,168.264,32.528,165.417,32.528,166.611,32.677,182.056,32.603,140.361,32.528,164.819,32.603,182.236,32.828,136.097,32.752,119.208,32.677,121.708,32.455,150.319,32.603,118.194,32.528,155.139,32.603,169.278,32.677,143.792,32.528,138.736,32.677,110.236,32.603,111.694,32.528,132.653,32.603,122.708,32.603,167.222,32.455,161.833,32.677,135.458,32.455,187.208,32.677,117.042,32.677,156.667,32.603,131.306,32.677,146.681,32.528,135.903,32.677,151.333,32.677,139.111,32.677,169.556,32.528,138.736,32.603,157.125,32.677,150.722,32.528,149.778,32.677,155.625,32.752,135.25,32.528,154.292,32.677,142.611,32.677,127.917,32.603,129.542,32.603,123.847,32.677,168.889,32.603,132.931,32.752,155.375,32.677,152.292,32.677,154.625,32.752,141.708,32.603,156.722,32.752,175.056,32.677,172.25,32.528,161.111,32.603,145.097,32.677,171.264,32.603,121.694,32.455,139.694,32.603,155.306,32.603,161.667,32.603,158.542,32.677,141.681
32.694,8.153,32.62,119.681,32.62,170.389,32.844,128.889,32.844,134.139,32.62,130.889,32.769,152.944,32.844,127.236,32.844,143.444,32.694,137.722,32.92,145.264,32.769,118.028,32.92,133.444,32.694,117.847,32.545,144.333,32.398,120.111,32.694,122.736,32.62,134.556,32.769,128.403,32.694,80.875,32.844,132.208,32.694,80.889,32.694,136.903,32.769,117.306,32.694,134.264,32.694,169.25,32.769,137.333,32.694,134.5,32.769,158.764,32.92,171.847,32.844,165.042,32.694,165.819,32.844,182.653,32.62,165.75,32.769,169.514,32.769,156.806,32.694,156.514,32.62,174.653,32.62,179.167,32.769,185.833,32.694,136.514,32.62,171.597,32.694,179.306,32.92,139.847,32.844,120.958,32.769,123.194,32.545,150.694,32.694,122.083,32.62,148.847,32.694,158.778,32.769,152.847,32.62,130.681,32.769,108.208,32.694,122.167,32.62,137.389,32.694,120.583,32.694,160.889,32.545,178.5,32.769,136.806,32.545,181.111,32.769,118.361,32.769,157.139,32.694,135.597,32.769,148.653,32.62,136.917,32.769,143.403,32.769,136.931,32.769,157.042,32.62,137.861,32.694,161.833,32.769,158.014,32.62,154.611,32.769,168.375,32.844,139,32.62,147.514,32.769,136.472,32.769,129.597,32.694,128.972,32.694,128.097,32.769,175.403,32.694,131.694,32.844,154.861,32.769,150.431,32.769,160.153,32.844,144.667,32.694,156.208,32.844,169.764,32.769,155.319,32.62,143.347,32.694,134.111,32.769,179.597,32.694,122.208,32.545,145.917,32.694,153.458,32.694,159.861,32.694,156.139,32.769,151.917
32.785,8.042,32.711,112.722,32.711,174.083,32.936,127.806,32.936,126.014,32.711,134.528,32.86,148.972,32.936,116.667,32.936,148.833,32.785,142.944,33.011,150.319,32.86,117.931,33.011,133.639,32.785,124.75,32.636,131.194,32.489,110.097,32.785,125.194,32.711,130.75,32.86,143.417,32.785,71.403,32.936,138,32.785,86.986,32.785,134.625,32.86,119.972,32.785,126.625,32.785,169.25,32.86,134.778,32.785,144.181,32.86,143.833,33.011,177.917,32.936,156.236,32.785,173.069,32.936,172.806,32.711,158.139,32.86,173.903,32.86,155.458,32.785,151.903,32.711,181.708,32.711,181.403,32.86,179.681,32.785,139.806,32.711,179.875,32.785,166.556,33.011,148.931,32.936,119.472,32.86,127.125,32.636,148,32.785,130.347,32.711,147.917,32.785,158.181,32.86,155.972,32.711,129.139,32.86,105.639,32.785,118.444,32.711,132.417,32.785,131.708,32.785,150.528,32.636,183.694,32.86,134.569,32.636,171.5,32.86,124.181,32.86,159.069,32.785,147.222,32.86,152.778,32.711,144.5,32.86,142.778,32.86,142.542,32.86,138.153,32.711,142.417,32.785,164.25,32.86,155.944,32.711,161.986,32.86,169.556,32.936,143.069,32.711,141.708,32.86,144.958,32.86,131.181,32.785,133.403,32.785,131.181,32.86,172.569,32.785,130.264,32.936,143.583,32.86,152.639,32.86,169.306,32.936,154.333,32.785,162.208,32.936,171.319,32.86,133.639,32.711,139.514,32.785,133.542,32.86,178.125,32.785,124.028,32.636,141.861,32.785,149.319,32.785,150.556,32.785,159.958,32.86,160.847
32.877,8.875,32.802,113.986,32.802,167.528,33.028,121.694,33.028,130.306,32.802,134.833,32.952,150.167,33.028,117.958,33.028,154.278,32.877,147.889,33.103,153.431,32.952,122.917,33.103,132.25,32.877,124.472,32.727,121.458,32.579,105.5,32.877,125.111,32.802,135.528,32.952,152.111,32.877,81.403,33.028,141.833,32.877,83.139,32.877,128.153,32.952,118.806,32.877,118.319,32.877,165.222,32.952,140.056,32.877,157.597,32.952,156.125,33.103,187.319,33.028,144.472,32.877,176.417,33.028,164.347,32.802,157.403,32.952,175.458,32.952,154.083,32.877,155.014,32.802,181.847,32.802,174.806,32.952,171.75,32.877,142.625,32.802,187.694,32.877,164.389,33.103,156.097,33.028,114.306,32.952,129.861,32.727,149.958,32.877,131.819,32.802,145.764,32.877,155.403,32.952,154.569,32.802,130.431,32.952,108.236,32.877,113.861,32.802,123.444,32.877,150.903,32.877,141.208,32.727,176.806,32.952,132.236,32.727,165.861,32.952,129.986,32.952,159.375,32.877,158.389,32.952,155.153,32.802,150.694,32.952,139.792,32.952,149.056,32.952,134.181,32.802,150.403,32.877,167.778,32.952,152.292,32.802,169.917,32.952,164.403,33.028,141.861,32.802,137.264,32.952,155.972,32.952,134.139,32.877,130.556,32.877,126.361,32.952,157.625,32.877,138.764,33.028,136.958,32.952,163.431,32.952,172.903,33.028,156.306,32.877,173.917,33.028,160.208,32.952,118.347,32.802,140.611,32.877,142.167,32.952,162.111,32.877,129.986,32.727,135.625,32.877,146.694,32.877,144.639,32.877,165.292,32.952,147.653
